Date,Volume,Open,High,Low,Close,Predicted_Close,neutral_norm,negative_norm,positive_norm
2012-01-03,146912940,16.339839935302734,16.720470428466797,16.325576782226562,16.651901245117188,,0.9411764705882353,0.0,0.058823529411764705
2012-01-04,114445440,16.642391204833984,16.77302360534668,16.532032012939453,16.723724365234375,,0.9333333333333333,0.0,0.06666666666666667
2012-01-05,131184684,16.569820404052734,16.61586570739746,16.42217254638672,16.491741180419922,,1.0,0.0,0.0
2012-01-06,107608284,16.4952449798584,16.516517639160156,16.261011123657227,16.266767501831055,,1.0,0.0,0.0
2012-01-09,232671096,16.178678512573242,16.191190719604492,15.54629611968994,15.57707691192627,,0.9411764705882353,0.0,0.058823529411764705
2012-01-10,175648176,15.759510040283203,15.86086082458496,15.438187599182127,15.594094276428224,,0.95,0.0,0.05
2012-01-11,95904000,15.603102684020996,15.750500679016112,15.543543815612791,15.664665222167969,,1.0,0.0,0.0
2012-01-12,74932992,15.79629611968994,15.838088035583496,15.678177833557127,15.756756782531738,,1.0,0.0,0.0
2012-01-13,92199708,15.672171592712402,15.689438819885254,15.542041778564451,15.640390396118164,,1.0,0.0,0.0
2012-01-17,76295628,15.815315246582031,15.815315246582031,15.657657623291016,15.730230331420898,,0.9393939393939394,0.06060606060606061,0.0
2012-01-18,110357532,15.68143081665039,15.86586570739746,15.56856918334961,15.83858871459961,16.253267,0.9090909090909091,0.06060606060606061,0.030303030303030304
2012-01-19,251959788,16.040790557861328,16.040790557861328,15.802302360534668,16.0052547454834,16.085106,0.9333333333333333,0.0,0.06666666666666667
