Date,Volume,Open,High,Low,Close,Predicted_Close,neutral_norm,negative_norm,positive_norm
2012-01-03,146912940,16.339839935302734,16.720470428466797,16.325576782226562,16.651901245117188,16.296583,0.9411764705882353,0.0,0.058823529411764705
2012-01-04,114445440,16.642391204833984,16.77302360534668,16.532032012939453,16.723724365234375,16.377417,0.9333333333333333,0.0,0.06666666666666667
2012-01-05,131184684,16.569820404052734,16.61586570739746,16.42217254638672,16.491741180419922,16.54209,1.0,0.0,0.0
2012-01-06,107608284,16.4952449798584,16.516517639160156,16.261011123657227,16.266767501831055,16.637417,1.0,0.0,0.0
2012-01-09,232671096,16.178678512573242,16.191190719604492,15.54629611968994,15.57707691192627,16.694593,0.9411764705882353,0.0,0.058823529411764705
2012-01-10,175648176,15.759510040283203,15.86086082458496,15.438187599182127,15.594094276428224,16.701826,0.95,0.0,0.05
2012-01-11,95904000,15.603102684020996,15.750500679016112,15.543543815612791,15.664665222167969,16.47431,1.0,0.0,0.0
2012-01-12,74932992,15.79629611968994,15.838088035583496,15.678177833557127,15.756756782531738,16.401901,1.0,0.0,0.0
2012-01-13,92199708,15.672171592712402,15.689438819885254,15.542041778564451,15.640390396118164,16.501114,1.0,0.0,0.0
2012-01-17,76295628,15.815315246582031,15.815315246582031,15.657657623291016,15.730230331420898,16.499723,0.9393939393939394,0.06060606060606061,0.0
2012-01-18,110357532,15.68143081665039,15.86586570739746,15.56856918334961,15.83858871459961,16.43972,0.9090909090909091,0.06060606060606061,0.030303030303030304
2012-01-19,251959788,16.040790557861328,16.040790557861328,15.802302360534668,16.0052547454834,16.40463,0.9333333333333333,0.0,0.06666666666666667
2012-01-20,422628948,14.778027534484863,14.789790153503418,14.55705738067627,14.664414405822754,16.184433,0.9473684210526315,0.0,0.05263157894736842
2012-01-23,136379484,14.664665222167969,14.731230735778809,14.59359359741211,14.652652740478516,16.041441,0.9565217391304348,0.0,0.043478260869565216
2012-01-24,122109768,14.672673225402832,14.706707000732422,14.46446418762207,14.53778839111328,15.688139,1.0,0.0,0.0
2012-01-25,199308492,14.45220184326172,14.482232093811035,14.173673629760742,14.25150203704834,15.705457,0.9333333333333333,0.03333333333333333,0.03333333333333333
2012-01-26,128918952,14.313814163208008,14.376376152038574,14.127878189086914,14.216716766357422,15.494974,0.9166666666666666,0.027777777777777776,0.05555555555555555
2012-01-27,144555300,14.283783912658691,14.522522926330566,14.247496604919434,14.51401424407959,15.129969,0.9259259259259259,0.037037037037037035,0.037037037037037035
2012-01-30,93126780,14.465716361999512,14.514514923095703,14.34934902191162,14.456707000732422,15.193079,1.0,0.0,0.0
2012-01-31,85610304,14.589590072631836,14.614615440368652,14.393142700195312,14.517267227172852,15.366631,1.0,0.0,0.0
2012-02-01,92735172,14.638137817382812,14.652152061462402,14.492993354797363,14.535284996032717,14.858385,1.0,0.0,0.0
2012-02-02,96491412,14.636385917663574,14.674924850463867,14.566567420959473,14.6423921585083,14.695221,0.9523809523809523,0.0,0.047619047619047616
2012-02-03,126613260,14.78128147125244,14.941692352294922,14.71596622467041,14.923172950744627,14.759846,0.9,0.0,0.1
2012-02-06,147036816,14.89013957977295,15.286035537719728,14.86511516571045,15.242491722106934,14.688203,0.96,0.04,0.0
2012-02-07,83600316,15.193943977355955,15.25,15.109108924865724,15.184433937072754,14.732689,0.9166666666666666,0.041666666666666664,0.041666666666666664
2012-02-08,73382544,15.231230735778809,15.299049377441406,15.133633613586426,15.26151180267334,14.947853,0.9130434782608695,0.043478260869565216,0.043478260869565216
2012-02-09,90497412,15.315815925598145,15.377878189086914,15.240240097045898,15.301801681518556,15.023691,0.9615384615384616,0.038461538461538464,0.0
2012-02-10,92914992,15.21221160888672,15.218467712402344,15.11511516571045,15.16291332244873,15.133913,0.9411764705882353,0.058823529411764705,0.0
2012-02-13,72579348,15.277777671813965,15.361360549926758,15.265766143798828,15.320320129394531,15.212445,0.8846153846153846,0.0,0.11538461538461539
2012-02-14,72075852,15.303804397583008,15.315315246582031,15.13413429260254,15.259259223937988,15.211497,0.9117647058823529,0.0,0.08823529411764706
2012-02-15,96938964,15.33858871459961,15.33858871459961,15.079078674316406,15.15415382385254,15.372522,1.0,0.0,0.0
2012-02-16,101134764,15.085585594177246,15.235485076904297,14.958208084106444,15.178177833557127,15.518776,0.9565217391304348,0.0,0.043478260869565216
2012-02-17,97866036,15.139389038085938,15.20595645904541,15.075075149536133,15.131131172180176,15.501968,0.9333333333333333,0.0,0.06666666666666667
2012-02-21,99132768,15.111862182617188,15.462462425231934,15.08708667755127,15.365365028381348,15.529192,0.9705882352941176,0.029411764705882353,0.0
2012-02-22,78601320,15.314313888549805,15.434934616088867,15.18293285369873,15.21371364593506,15.545614,0.967741935483871,0.0,0.03225806451612903
2012-02-23,82117800,15.190190315246582,15.21371364593506,15.023774147033691,15.16791820526123,15.539275,0.9583333333333334,0.0,0.041666666666666664
2012-02-24,77346576,15.198948860168455,15.306556701660156,15.152902603149414,15.262763023376465,15.534578,0.9285714285714286,0.0,0.07142857142857142
2012-02-27,72483444,15.179929733276367,15.324323654174805,15.141641616821287,15.247998237609863,15.5481615,1.0,0.0,0.0
2012-02-28,113790096,15.265265464782717,15.509759902954102,15.20720672607422,15.475225448608398,15.547537,0.9615384615384616,0.038461538461538464,0.0
2012-02-29,125350524,15.480480194091797,15.65565586090088,15.402902603149414,15.471721649169922,15.52581,0.9655172413793104,0.034482758620689655,0.0
2012-03-01,89418492,15.57207202911377,15.658158302307127,15.469219207763672,15.575575828552246,15.577103,1.0,0.0,0.0
2012-03-02,62869068,15.565566062927246,15.615615844726562,15.523524284362791,15.546796798706056,15.686326,1.0,0.0,0.0
2012-03-05,63668268,15.526275634765623,15.577828407287598,15.299799919128418,15.371622085571287,15.721038,0.9166666666666666,0.041666666666666664,0.041666666666666664
